Address,BHK,Super Area(SQFT),Floor,Bathroom,Facing,Ownership,Transaction,Status,Price(Lakh),Price per SQFT,Garden/Park,Main Road,Pool,Price Level
Rajarhat,3,1445,5,3,Unknown,Unknown,Resale,Ready to Move,60,4152,0,0,0,Low
Alambazar,2,870,3,2,East,Freehold,Resale,Ready to Move,27,3103,1,1,0,Low
Narendrapur Rajpur Sonarpur,2,600,1,2,Unknown,Unknown,Resale,Ready to Move,32,5333,0,0,0,Low
Naktala,2,1000,2,2,Unknown,Unknown,Resale,Ready to Move,51,5100,0,0,0,Low
Kolkata,2,565,1,1,Unknown,Unknown,Resale,Ready to Move,29,4143,0,0,0,Low
Motilal Gupta Road,2,820,3,2,East,Unknown,Resale,Ready to Move,34,3696,0,1,0,Low
Purulia,3,1200,3,2,Unknown,Unknown,Resale,Ready to Move,60,5000,0,0,0,Low
New Alipore,3,1150,9,3,East,Freehold,New Property,Ready to Move,220,13095,0,1,1,Mid
Serampore,3,1200,1,2,East,Freehold,New Property,Ready to Move,36,2400,0,1,0,Low
Senbagan,2,730,3,1,South - East,Freehold,Resale,Ready to Move,26,3562,0,1,0,Low
Sreenagar West,2,875,2,2,Unknown,Unknown,Resale,Ready to Move,45,5143,0,0,0,Low
Action Area 1,3,680,4,3,South - East,Freehold,Resale,Ready to Move,95,8636,0,1,0,Low
Haltu,2,715,1,2,Unknown,Unknown,Resale,Ready to Move,35,4895,0,0,0,Low
Baghajat,2,850,1,2,Unknown,Unknown,Resale,Ready to Move,57,6706,0,0,0,Low
Kolkata,2,620,5,2,North,Leasehold,Resale,Ready to Move,33,4258,0,0,0,Low
Ballygunge Place,4,1700,3,4,Unknown,Unknown,Resale,Ready to Move,150,8824,0,0,0,Low
Gariahat,3,1200,1,2,South,Unknown,Resale,Ready to Move,130,10833,0,1,0,Low
Dunlop,2,467,0,1,South - East,Freehold,Resale,Ready to Move,30,5455,0,1,0,Low
Kudghat,2,830,3,1,South -West,Freehold,Resale,Ready to Move,42,5060,0,1,0,Low
Bally,2,754,1,1,Unknown,Unknown,Resale,Ready to Move,26.5,3515,0,0,0,Low
Netaji Nagar,3,2741,11,4,South -West,Freehold,Resale,Ready to Move,400,10215,1,1,0,Mid
Mom,2,1150,4,2,Unknown,Freehold,Resale,Ready to Move,156,13609,1,0,1,Mid
Kolkata,3,1450,3,2,East,Unknown,Resale,Ready to Move,40,3195,0,0,0,Low
Kolkata,2,690,0,2,North,Freehold,Resale,Ready to Move,18,2195,0,1,0,Low
Agarpara,3,951,2,2,North - East,Freehold,Resale,Ready to Move,40,4206,0,1,0,Low
Sonarpur,2,962,3,2,Unknown,Unknown,Resale,Ready to Move,50,5198,0,0,0,Low
Barrackpore Trunk Road,3,1440,4,2,Unknown,Freehold,Resale,Ready to Move,100,6944,0,0,0,Low
Ramchandrapur Narendrapur,3,1228,1,2,Unknown,Unknown,Resale,Ready to Move,100,8143,0,0,0,Low
Bhowanipore,2,887,4,2,North - East,Freehold,Resale,Ready to Move,118,10997,0,1,0,Low
Patuli,2,784,1,2,South - East,Freehold,Resale,Ready to Move,57.6,5878,1,0,0,Low
Baguiati,3,1100,4,2,North - East,Freehold,Resale,Ready to Move,90,6429,0,1,0,Low
Eastern Park,2,700,3,2,South,Unknown,Resale,Ready to Move,39,5200,0,1,0,Low
Kestopur,2,966,4,2,South,Unknown,Resale,Ready to Move,40,4141,0,0,1,Low
Park Circus,2,1200,4,2,South - East,Power Of Attorney,Resale,Ready to Move,130,8892,0,1,0,Low
Santoshpur Avenue,3,1200,2,2,South - East,Freehold,Resale,Ready to Move,48,4000,1,1,0,Low
Picnic Garden Road,2,1500,1,2,Unknown,Unknown,Resale,Ready to Move,47,3133,0,0,0,Low
Howrah,3,909,4,2,South - East,Freehold,Resale,Ready to Move,150,12755,0,0,0,Low
Beliaghata Bridge,2,500,1,1,South,Leasehold,Resale,Ready to Move,19.5,3250,0,1,0,Low
Kolkata,2,770,2,2,South,Freehold,Resale,Ready to Move,60,7500,1,1,1,Low
Behala,2,880,2,1,Unknown,Unknown,Resale,Ready to Move,45,5114,0,0,0,Low
Maniktala Ma,1,463,1,1,South -West,Freehold,New Property,Ready to Move,42,11351,0,0,0,Low
Rajpur,3,1139,3,2,Unknown,Unknown,Resale,Ready to Move,43,3775,0,0,0,Low
Dhapa,2,1400,8,3,South - East,Freehold,Resale,Ready to Move,200,11429,0,1,0,Mid
Belghoria,2,821,3,2,North,Freehold,Resale,Ready to Move,45,5481,0,1,0,Low
Hazra Road,2,800,1,2,Unknown,Freehold,Resale,Ready to Move,50,6250,0,1,0,Low
GC Road,2,800,0,2,East,Freehold,Resale,Unknown,33.3,3200,1,1,0,Low
Kolkata,1,460,4,1,Unknown,Unknown,Resale,Ready to Move,15.5,3370,0,0,0,Low
Behala,3,756,4,2,South - East,Freehold,Resale,Ready to Move,60,5329,0,1,0,Low
Rajpur Sonarpur,3,773,5,2,South -West,Freehold,Resale,Ready to Move,84,7616,1,1,0,Low
Eastend Park,2,500,4,2,Unknown,Unknown,Resale,Ready to Move,28.5,3878,0,0,0,Low
Konnagar,2,630,5,2,East,Freehold,Resale,Ready to Move,31.5,5000,1,0,1,Low
Kolkata,2,784,2,2,South,Freehold,Resale,Ready to Move,39,4974,0,0,0,Low
Kalikapur Haltu,2,806,3,2,Unknown,Unknown,Resale,Ready to Move,40,4963,0,0,0,Low
Madhya Jhorehat,2,450,2,1,East,Unknown,Resale,Unknown,14.3,3178,0,0,0,Low
Joka,2,514,1,2,East,Freehold,Resale,Ready to Move,48,5875,1,0,1,Low
Kolkata,2,886,4,2,Unknown,Unknown,Resale,Ready to Move,30,3386,0,0,0,Low
Bhowanipore,3,1650,1,3,South,Freehold,Resale,Ready to Move,175,8838,0,1,0,Mid
Kolkata,2,730,4,2,Unknown,Unknown,Resale,Ready to Move,33,4125,0,0,0,Low
Kolkata,3,1260,3,2,Unknown,Unknown,Resale,Ready to Move,100,7692,0,0,0,Low
Garfa,2,650,4,2,South - East,Freehold,Resale,Ready to Move,40,5000,0,1,0,Low
Bansdroni,2,900,3,2,Unknown,Unknown,Resale,Ready to Move,45,4639,0,0,0,Low
Purba Barisha,2,870,4,2,South - East,Freehold,Resale,Ready to Move,42.5,4885,0,0,0,Low
Daksh,2,677,19,2,Unknown,Unknown,Resale,Unknown,55,6471,1,0,1,Low
Uttarpara Ch,2,960,2,2,South,Freehold,Resale,Ready to Move,35,3070,0,1,0,Low
Chetla,2,750,3,2,East,Freehold,Resale,Ready to Move,72,7579,0,1,0,Low
New Town,2,800,2,2,South -West,Freehold,Resale,Ready to Move,56,7000,1,1,1,Low
Ballygunge,3,1110,4,3,Unknown,Freehold,Resale,Ready to Move,200,12422,1,1,0,Mid
Sonarpur,1,400,1,1,Unknown,Unknown,New Property,Ready to Move,12,2400,0,0,0,Low
Tollygunge,3,831,4,2,Unknown,Unknown,Resale,Ready to Move,130,10317,0,0,0,Low
New Alipore,3,1875,14,3,Unknown,Freehold,Resale,Ready to Move,180,9600,0,0,1,Mid
Dr GS Bose Road,3,960,1,2,East,Unknown,Resale,Ready to Move,40,4167,0,0,0,Low
Rajarhat,2,903,5,2,Unknown,Unknown,Resale,Ready to Move,65,7198,0,0,0,Low
Kolkata,1,350,3,1,Unknown,Unknown,Resale,Ready to Move,11,3143,0,0,0,Low
New Alipore,3,1760,4,3,South,Leasehold,Resale,Ready to Move,280,13572,0,1,0,Mid
Joka,3,734,2,2,South - East,Freehold,New Property,Ready to Move,85,6996,1,0,0,Low
Bansdroni,2,909,3,2,Unknown,Unknown,Resale,Unknown,45,4950,0,0,0,Low
Howrah,3,694,1,2,East,Freehold,Resale,Ready to Move,35,5043,0,1,0,Low
Tegharia Baguiati,3,950,4,2,South - East,Freehold,Resale,Ready to Move,65,5471,1,0,0,Low
Hainavi,3,609,4,2,East,Freehold,Resale,Ready to Move,32,3426,1,1,1,Low
Salap,2,1116,13,2,Unknown,Unknown,Resale,Ready to Move,75,6720,0,0,0,Low
Beleghata,3,1620,5,2,South - East,Freehold,Resale,Ready to Move,135,8333,1,0,0,Low
Lake Town,3,850,1,2,South - East,Freehold,Resale,Ready to Move,50,4587,1,0,0,Low
Ganguly Bagan,2,700,3,2,South,Freehold,Resale,Ready to Move,42,4941,0,0,0,Low
Malancha Mahi Nagar,2,910,2,2,Unknown,Unknown,Resale,Ready to Move,96,10549,0,0,0,Low
Kamalgazi,3,1200,1,2,East,Freehold,Resale,Ready to Move,75,4688,1,1,0,Low
Paschim Putiary,2,1000,1,2,Unknown,Unknown,Resale,Ready to Move,50,5000,0,0,0,Low
Rajarhat Ma,2,645,4,2,West,Freehold,New Property,Ready to Move,68,7158,1,1,1,Low
New Town,2,650,3,2,South - East,Co-operative Society,Resale,Ready to Move,65,7647,1,1,0,Low
Kumarkhali,3,1360,3,3,Unknown,Freehold,Resale,Ready to Move,180,10187,1,0,0,Mid
Maheshtala,2,583,12,2,South,Unknown,Resale,Ready to Move,30,3891,0,0,0,Low
Barasat,2,750,3,2,North - East,Freehold,Resale,Ready to Move,40,4000,0,1,0,Low
Rajarhat,3,1141,1,3,North - East,Freehold,Resale,Ready to Move,120,7576,0,1,0,Low
Barasat,4,1700,0,3,Unknown,Unknown,Resale,Ready to Move,90,5294,0,0,0,Low
Maheshtala,3,1261,9,2,North - East,Freehold,Resale,Ready to Move,60,4758,1,1,1,Low
Haltu,2,800,1,2,East,Unknown,Resale,Ready to Move,61,6354,0,1,0,Low
Rajarhat,3,1455,8,2,North - East,Freehold,Resale,Ready to Move,105,7216,1,0,0,Low
Airport Area,3,900,2,2,East,Freehold,Resale,Ready to Move,75,6250,0,1,0,Low
Shyam Nagar Road,3,1000,2,2,East,Freehold,Resale,Ready to Move,40,4000,0,0,0,Low
Block B Lake Town,2,1150,1,2,North,Freehold,Resale,Ready to Move,55,4314,0,0,0,Low
Muchipara,3,1260,3,2,Unknown,Unknown,Resale,Ready to Move,35,2778,0,0,0,Low
Salt Lake City,2,1800,0,3,Unknown,Unknown,Resale,Ready to Move,160,8889,0,0,0,Mid
Santoshpur,1,450,1,2,Unknown,Freehold,Resale,Ready to Move,17,3542,0,0,0,Low
Regent Estate,3,900,2,2,South - East,Freehold,Resale,Ready to Move,70,6667,0,1,0,Low
Mukundapur,3,1000,3,2,North - West,Unknown,Resale,Ready to Move,70,5573,1,1,1,Low
Manohar Pukur Road,4,2000,3,4,Unknown,Unknown,Resale,Ready to Move,375,15625,0,0,0,Mid
Rajarhat,2,785,2,2,Unknown,Unknown,Resale,Ready to Move,66,8408,0,0,0,Low
Tangra,2,990,9,2,Unknown,Unknown,Resale,Ready to Move,100,9174,0,0,0,Low
Alipore,2,1400,3,3,South -West,Freehold,Resale,Ready to Move,250,14706,1,0,0,Mid
Alambazar,2,980,4,2,South -West,Power Of Attorney,Resale,Ready to Move,40,4082,0,1,0,Low
Rajpur,2,967,2,2,Unknown,Unknown,Resale,Ready to Move,42,4343,0,0,0,Low
Baruipur,2,995,9,2,Unknown,Unknown,Resale,Ready to Move,56,5628,0,0,0,Low
Rajarhat Ma,2,878,1,2,Unknown,Freehold,Resale,Ready to Move,65,7403,0,1,0,Low
Tollygunge,1,700,3,1,South - East,Freehold,Resale,Ready to Move,37,5286,1,1,0,Low
Sonarpur Station Road,2,750,3,2,North,Co-operative Society,Resale,Ready to Move,50,5291,1,0,0,Low
Behala Chowrasta,2,640,1,2,South,Freehold,Resale,Ready to Move,40,5000,0,0,0,Low
Agarpara,2,700,5,2,North - West,Freehold,Resale,Ready to Move,19.5,2308,0,1,0,Low
Dum Dum,2,550,3,1,South - East,Freehold,Resale,Ready to Move,30,4615,0,0,0,Low
Kolkata,2,1300,2,2,Unknown,Unknown,Resale,Ready to Move,55,4231,0,0,0,Low
Kolkata,2,600,4,2,East,Freehold,Resale,Ready to Move,22,3216,0,1,0,Low
Purbasa,2,600,4,2,East,Freehold,Resale,Ready to Move,30,4286,0,0,0,Low
Salua,3,950,3,2,South -West,Freehold,Resale,Ready to Move,46,4406,0,0,0,Low
Behala Thana,3,1319,2,2,South,Freehold,Resale,Ready to Move,69,5231,0,0,0,Low
Joramondir Road,2,850,4,1,North - West,Freehold,Resale,Ready to Move,15,1764.70588235294,0,1,0,Low
Behala Industrial Estate,1,650,0,1,East,Freehold,Resale,Ready to Move,25,5000,0,1,0,Low
Kolkata,2,730,3,2,Unknown,Unknown,Unknown,Ready to Move,32,4383.56164383562,0,0,0,Low
Howrah,3,1460,8,2,Unknown,Unknown,Resale,Ready to Move,130,8904,1,1,1,Low
Ambagan,2,650,3,2,South -West,Freehold,Resale,Ready to Move,25,2941,0,1,0,Low
Purba Barisha,2,696,1,2,South - East,Freehold,New Property,Ready to Move,32,3678,0,1,0,Low
Mukundapur,3,700,3,2,East,Freehold,Resale,Ready to Move,82,6529,1,0,0,Low
Mukundapur,2,650,3,1,Unknown,Freehold,Resale,Ready to Move,42,5753,0,0,0,Low
Rishra,2,585,3,1,Unknown,Unknown,Resale,Ready to Move,17,2906,0,0,0,Low
Kolkata,2,650,1,2,North,Freehold,Resale,Ready to Move,35,4375,0,0,0,Low
Motilal Nehru Road,4,1050,1,3,North - West,Freehold,Resale,Ready to Move,185,13083,0,1,0,Mid
Khardaha,3,810,1,2,East,Freehold,Resale,Ready to Move,45,4327,0,1,0,Low
Kasba,4,2000,3,4,Unknown,Freehold,Resale,Ready to Move,100,5000,0,0,0,Low
Ballygunge,4,1500,4,3,Unknown,Freehold,Resale,Ready to Move,329,16734,1,1,0,Mid
Kolkata,2,700,2,2,South -West,Freehold,Resale,Ready to Move,22,2785,0,0,0,Low
Batanagar,2,712,6,2,South,Freehold,Resale,Ready to Move,35,4916,0,0,0,Low
Haltu,3,2400,1,2,South - East,Freehold,Resale,Ready to Move,125,7576,0,1,0,Low
Belghoria,2,850,3,2,Unknown,Freehold,New Property,Ready to Move,42,4138,1,1,0,Low
Kolkata,2,700,4,2,Unknown,Unknown,Resale,Ready to Move,28,3784,0,0,0,Low
Behala,2,827,2,2,Unknown,Unknown,Resale,Ready to Move,45,5441,0,0,0,Low
Vip Road,3,1380,3,2,East,Freehold,Resale,Ready to Move,110,7971,0,0,0,Low
Gulshan Colony,2,475,2,1,Unknown,Freehold,Resale,Ready to Move,13,2490,0,0,0,Low
Tollygunge,2,910,5,2,Unknown,Unknown,Resale,Ready to Move,124,10000,0,0,0,Low
New Alipore,2,880,2,2,North - East,Unknown,Resale,Ready to Move,64.6,7341,0,0,0,Low
Noapara,2,600,1,2,Unknown,Freehold,Resale,Ready to Move,35,5833.33333333333,0,0,0,Low
Kalipark,2,762,4,2,Unknown,Unknown,Resale,Ready to Move,49,6430,0,0,0,Low
Rajarhat,3,1350,3,2,Unknown,Unknown,Resale,Ready to Move,40.5,3000,0,0,0,Low
Kolkata,2,820,3,2,Unknown,Unknown,Resale,Ready to Move,41,5000,0,0,0,Low
Regent Estate,2,755,1,2,East,Freehold,Resale,Ready to Move,45,5960,0,1,0,Low
Kolkata,3,1585,2,3,Unknown,Unknown,Resale,Ready to Move,125,5952,0,0,0,Low
Nayabad,3,1074,3,2,North - East,Freehold,Resale,Ready to Move,53,3701,0,1,0,Low
Raghunathpur,3,1000,6,2,South - East,Freehold,Resale,Ready to Move,70,5691,1,1,0,Low
Tollygunge,2,935,12,2,Unknown,Freehold,Resale,Ready to Move,95,10160.4278074866,0,0,0,Low
Kolkata,3,895,4,2,South,Freehold,Resale,Unknown,90,10055.8659217877,1,1,1,Low
Kolkata,4,1600,4,4,Unknown,Unknown,Resale,Ready to Move,285,13902,0,0,0,Mid
Sahanagar,4,1530,2,3,East,Freehold,Resale,Ready to Move,203,11941,0,1,0,Mid
Joka,2,960,1,2,East,Freehold,Resale,Ready to Move,25,2604,0,0,1,Low
Thakurpukur,2,920,1,2,Unknown,Unknown,Resale,Ready to Move,36,3913,0,0,0,Low
Ultadanga,2,900,5,2,East,Freehold,Resale,Ready to Move,120,11429,1,1,1,Low
Naktala,1,450,4,1,North,Freehold,Resale,Ready to Move,20,4000,0,1,0,Low
Dum Dum,2,825,4,1,Unknown,Unknown,Resale,Ready to Move,30,3636,0,0,0,Low
Behala,2,709,4,2,North - West,Unknown,Resale,Ready to Move,37,5211,0,0,0,Low
Ganga Nagar Mukundapur,2,750,3,2,South -West,Leasehold,Resale,Ready to Move,22.5,3000,0,0,0,Low
International Airport,2,700,1,2,East,Freehold,New Property,Ready to Move,32.8,5290,0,1,0,Low
Andul,2,630,4,2,East,Freehold,Resale,Ready to Move,19.8,3135,0,1,0,Low
Andul Road,4,1993,6,3,South - East,Freehold,Resale,Ready to Move,350,14051,0,1,0,Mid
Joka,1,270,1,1,Unknown,Unknown,Resale,Ready to Move,13,3869,0,0,0,Low
Rajarhat,2,1121,6,2,Unknown,Unknown,Resale,Ready to Move,72,6423,0,0,0,Low
Sarat Ghosh Garden Road,2,850,2,2,Unknown,Unknown,Resale,Ready to Move,70,6364,0,0,0,Low
Postal Park,2,685,1,2,South - East,Freehold,Resale,Ready to Move,28,3419,0,1,0,Low
Vip Road,2,636,3,2,South - East,Co-operative Society,Resale,Unknown,32.5,5110,1,0,0,Low
Kolkata,3,1375,3,2,Unknown,Unknown,Resale,Ready to Move,110,7333,0,0,0,Low
Kolkata,3,1495,3,2,South,Freehold,Resale,Ready to Move,110,7358,0,0,0,Low
New Town,3,808,4,2,Unknown,Freehold,Resale,Ready to Move,92.5,7570,0,0,0,Low
Shibpur,2,675,7,1,South,Freehold,Resale,Ready to Move,35,5185,0,0,0,Low
Kolkata,4,1650,13,5,South - East,Freehold,Resale,Ready to Move,251,12149,0,1,0,Mid
Bijoygarh,2,632,1,1,Unknown,Unknown,Resale,Ready to Move,27,4272,0,0,0,Low
Canal South Road,4,2554,5,3,Unknown,Freehold,Resale,Ready to Move,275,10767,1,0,1,Mid
Golaghata,3,1520,2,3,Unknown,Freehold,Resale,Unknown,89,5855,0,0,0,Low
Ballygunge,3,2400,1,3,North,Co-operative Society,Resale,Ready to Move,280,11667,1,1,0,Mid
Prafulla Kanan,2,675,0,2,South - East,Freehold,Resale,Ready to Move,40,5333,0,1,0,Low
Garia Station Road,2,715,3,2,Unknown,Unknown,Resale,Ready to Move,34,4755,0,0,0,Low
New Town,4,4199,23,4,Unknown,Unknown,Resale,Ready to Move,285,6787,1,1,0,Mid
Krishnapur Kestopur,2,918,0,2,South - East,Freehold,Resale,Ready to Move,37,4031,1,0,0,Low
New Town,3,1550,25,2,Unknown,Unknown,Resale,Ready to Move,150,9677,1,1,0,Low
Gariahat Road,3,1100,1,2,South - East,Co-operative Society,Resale,Ready to Move,150,11364,0,1,0,Low
Kolkata,2,850,2,2,North - West,Unknown,Resale,Ready to Move,32,3764.70588235294,1,1,0,Low
New Town,2,889,5,2,South,Freehold,Resale,Ready to Move,65,7312,1,0,1,Low
Sakher Bazar,2,900,1,2,Unknown,Unknown,Resale,Ready to Move,45,5000,0,0,0,Low
Rajarhat,2,660,3,2,Unknown,Unknown,Resale,Ready to Move,33,5000,0,0,0,Low
Kolkata,2,650,1,1,Unknown,Unknown,Resale,Ready to Move,32,4923,0,0,0,Low
Rahara,2,770,3,2,North - East,Freehold,Resale,Ready to Move,20,2427,0,1,0,Low
Vedic Village,4,2600,4,4,East,Freehold,Resale,Ready to Move,100,3299,1,1,1,Low
Joka,3,1005,3,2,South - East,Freehold,Resale,Ready to Move,58,4723,0,1,0,Low
Eastern Metropolitan Bypass,2,917,18,2,Unknown,Freehold,Resale,Ready to Move,150,16358,0,1,0,Low
Rajarhat,3,1000,3,2,North,Unknown,Resale,Ready to Move,40,3226,0,1,0,Low
Netaji Nagar,2,875,4,2,Unknown,Freehold,Resale,Ready to Move,50,5714.28571428571,0,0,0,Low
Sector 5 Salt Lake City,4,2590,18,3,Unknown,Unknown,Resale,Ready to Move,417,16100,0,0,0,High
Nayabad,2,592,3,2,East,Freehold,Resale,Ready to Move,34,4595,0,1,1,Low
Sreebhumi,2,831,2,1,South - East,Freehold,Resale,Ready to Move,26.5,3189,0,0,0,Low
Basirhat,2,950,4,2,Unknown,Unknown,Resale,Ready to Move,16,1684,0,0,0,Low
Howrah 1,2,803,1,2,East,Co-operative Society,Resale,Ready to Move,56,6974,0,1,0,Low
Madhyamgram,3,1044,5,2,South - East,Freehold,Resale,Ready to Move,65,4981,1,0,1,Low
Kolkata,2,686,1,2,Unknown,Unknown,Resale,Ready to Move,28,4082,0,0,0,Low
Rash Behari Avenue,3,2745,5,2,Unknown,Unknown,Resale,Ready to Move,240,8743,0,0,0,Mid
Bally Khal,2,1302,3,2,South - East,Freehold,Resale,Ready to Move,42,3226,0,1,0,Low
Bramhapur,2,823,2,2,South,Freehold,Resale,Ready to Move,29.1,3536,1,0,0,Low
Acharya Prafulla Chandra Road,3,1437,3,3,South - East,Freehold,Resale,Ready to Move,215,11971,0,1,0,Mid
Beck Bagan,3,1200,1,2,South,Freehold,New Property,Ready to Move,125,7812,0,1,0,Low
Kolkata,3,1063,3,2,North,Freehold,Resale,Ready to Move,40,3763,0,0,0,Low
Barasat,2,650,1,2,South,Freehold,Resale,Ready to Move,18,2857,1,1,1,Low
Haridevpur,2,830,3,2,Unknown,Unknown,Resale,Ready to Move,30,3614.4578313253,0,0,0,Low
Ashok Nagar,2,650,3,1,East,Freehold,Resale,Ready to Move,30,4615.38461538462,0,1,0,Low
Kestopur,3,1050,3,2,East,Unknown,Resale,Ready to Move,60,4800,0,0,0,Low
Dum Dum,3,825,3,2,North - East,Freehold,Resale,Ready to Move,35,3608,0,1,0,Low
Barasat,1,396,2,1,South,Freehold,Resale,Ready to Move,10,2525.25252525253,0,0,0,Low
CIT Road,2,1050,5,2,Unknown,Unknown,Resale,Ready to Move,126,12000,0,0,0,Low
Netaji Subhas Road,2,902,4,2,East,Freehold,Resale,Ready to Move,43,4767,0,0,0,Low
Thakurpukur,2,750,5,2,South - East,Co-operative Society,Resale,Ready to Move,30,3750,0,0,0,Low
Taratala,3,1450,7,2,South - East,Freehold,Resale,Ready to Move,140,7726,1,1,0,Low
Sector 5 Salt Lake City,3,1505,19,3,South -West,Freehold,Resale,Ready to Move,165,10963,0,0,0,Mid
Kolkata,2,740,4,2,Unknown,Unknown,Resale,Ready to Move,30,4054,0,0,0,Low
Madhyamgram,2,848,8,2,North - West,Freehold,Resale,Ready to Move,56,6604,1,0,1,Low
Joka,2,773,7,2,North - East,Freehold,Resale,Ready to Move,35,4528,1,1,0,Low
Satpukur,2,775,4,2,South,Freehold,Resale,Ready to Move,51,5263,0,0,0,Low
Maheshtala,2,447,9,2,Unknown,Unknown,Resale,Ready to Move,25,3511,0,0,0,Low
Barisha,3,900,1,2,North,Freehold,Resale,Ready to Move,62,5086,0,0,0,Low
New Town,3,2286,0,4,South - East,Freehold,Resale,Ready to Move,250,8747,0,1,0,Mid
Ruby Hospital Area,3,2914,28,3,Unknown,Leasehold,Resale,Unknown,450,15443,0,1,0,High
Gariahat,3,1700,1,2,Unknown,Freehold,Resale,Ready to Move,185,10882,0,1,0,Mid
Maheshtala,2,580,9,2,North,Freehold,Resale,Ready to Move,19,2669,1,1,1,Low
Garcha Road,3,2130,1,3,Unknown,Unknown,Resale,Ready to Move,195,9155,0,0,0,Mid
Kolkata,2,834,4,2,South - East,Freehold,Resale,Ready to Move,32,3351,0,0,0,Low
Howrah,2,792,3,2,East,Freehold,Resale,Ready to Move,28,3302,1,1,0,Low
Rajarhat,3,1270,17,2,East,Freehold,Resale,Ready to Move,120,9449,0,1,0,Low
Shyamnagar,3,1380,6,2,South,Freehold,Resale,Ready to Move,65,4710,0,1,0,Low
Baghajat,2,450,3,2,Unknown,Unknown,Resale,Unknown,24.6,5465,0,0,0,Low
Kaikhali Ma,2,850,7,2,North,Power Of Attorney,New Property,Ready to Move,50,4545,1,1,1,Low
Maheshtala,2,850,0,1,West,Freehold,Resale,Ready to Move,22.2,2612,0,0,0,Low
Ramgarh Colony,2,500,0,1,Unknown,Unknown,Resale,Ready to Move,19,3800,0,0,0,Low
Jodhpur Park,3,1000,4,2,South,Freehold,Resale,Ready to Move,152,11301,1,1,0,Mid
Ganguly Bagan,3,1000,4,2,South,Freehold,Resale,Ready to Move,85,5667,0,1,0,Low
East Belgharia,2,480,3,1,North - East,Freehold,Resale,Ready to Move,19,2923,0,1,0,Low
Bramhapur,3,1100,2,3,Unknown,Unknown,Resale,Ready to Move,32,2909,0,0,0,Low
Mukundapur,3,1255,4,2,East,Freehold,Resale,Ready to Move,105,5853,1,0,1,Low
Dum Dum,2,980,5,2,Unknown,Unknown,Resale,Ready to Move,65,6633,0,0,0,Low
Kolkata,3,1152,1,2,Unknown,Unknown,Resale,Ready to Move,65,5642,0,0,0,Low
Satgachi,3,850,4,2,South,Freehold,Resale,Ready to Move,55,5140,0,0,0,Low
Gostatala New Scheme Road,2,580,1,2,South,Freehold,Resale,Ready to Move,22,3099,0,1,0,Low
Rajarhat,2,1236,3,2,Unknown,Unknown,Resale,Ready to Move,60,4854,0,0,0,Low
H B Town,2,750,2,2,Unknown,Unknown,Resale,Ready to Move,20.5,2733,0,0,0,Low
Badu Road,2,800,1,2,North,Freehold,Resale,Ready to Move,55,6194,1,1,1,Low
Chanditala,2,675,5,2,East,Freehold,New Property,Ready to Move,130,12037,0,1,0,Low
Narendrapur Rajpur Sonarpur,3,897,3,2,East,Freehold,Resale,Ready to Move,49,4094,1,0,0,Low
Hast,3,1050,2,2,South - East,Freehold,Resale,Ready to Move,140,10769,0,1,0,Low
New Town,3,1950,10,2,Unknown,Unknown,Resale,Ready to Move,225,11538,0,0,0,Mid
Shree Bhumi,1,512,3,1,South - East,Freehold,Resale,Ready to Move,28.2,5512,0,1,0,Low
Khardaha,2,656,11,2,South - East,Freehold,Resale,Ready to Move,42,5122,1,0,0,Low
Maheshtala,2,712,0,2,Unknown,Unknown,Resale,Ready to Move,27.4,3848,0,0,0,Low
Kolkata,3,1150,5,3,Unknown,Unknown,Resale,Ready to Move,85,7391.30434782609,0,0,0,Low
Lake View Road,1,600,5,2,Unknown,Unknown,Resale,Ready to Move,85,14167,0,0,0,Low
Moor Avenue,2,600,0,2,North - East,Freehold,Resale,Ready to Move,27.5,4231,0,0,0,Low
New Town,3,1237,4,2,North,Freehold,Resale,Ready to Move,85,6871,1,0,0,Low
Rab,2,916,4,2,North - East,Freehold,Resale,Ready to Move,46,5022,1,0,0,Low
Baguiati,2,1250,4,2,Unknown,Freehold,Resale,Ready to Move,39.5,2926,0,1,0,Low
Basanta Lal Saha Road,3,1250,4,2,North,Freehold,Resale,Ready to Move,160,9846,0,1,0,Mid
Shobhabazar,4,2880,1,2,Unknown,Freehold,Resale,Ready to Move,185,6146,0,1,0,Mid
Tollygunge Phari,2,910,1,2,South - East,Freehold,Resale,Ready to Move,60,6593,0,1,0,Low
Baguiati,2,870,2,2,South - East,Freehold,Resale,Ready to Move,52,5977,0,1,0,Low
Noapara,3,1334,3,2,South - East,Freehold,Resale,Ready to Move,76,5697,0,1,1,Low
Rab,3,1200,1,2,East,Freehold,Resale,Ready to Move,36,2748,0,1,0,Low
Kasba,4,1350,2,3,Unknown,Unknown,Resale,Ready to Move,80,5333,0,0,0,Low
Chiriamore,3,1159,5,2,Unknown,Unknown,Resale,Ready to Move,55,4745,0,0,0,Low
Dum Dum Road,2,650,3,1,North - East,Freehold,Resale,Ready to Move,32.6,4000,0,0,0,Low
Joka,3,1128,9,2,South,Freehold,Resale,Ready to Move,87,7713,1,0,1,Low
Kolkata,3,1100,3,2,Unknown,Unknown,Resale,Ready to Move,110,8059,0,0,0,Low
Kolkata,2,700,,2,Unknown,Unknown,Resale,Ready to Move,18.5,2643,0,0,0,Low
